Medicine_ID,Medicine_Name,Generic_Name,Category,Manufacturer,Dosage_Form,Strength,Unit_Price_INR,Pack_Size,Quantity_In_Stock,Reorder_Level,Batch_Number,Manufacturing_Date,Expiry_Date,Prescription_Required,Schedule,Storage_Condition,Description
MED0118,Metoclopramide,Alendronate Sodium,Iron Supplement,Natco Pharma,Injection,1%,200.74,100,3918,122,UQ6250,2024-01-28,2027-01-18,No,H,Protect from moisture and light,"Alendronate Sodium 1% Injection used for treatment"
MED0119,Cyclizine,Ferrous Ascorbate+Folic Acid,Anxiolytic,Emcure Pharma,Tablet,100mg,786.10,100ml,2600,63,FT1605,2025-02-07,2028-02-07,No,OTC,Refrigerate at 2-8°C,"Ferrous Ascorbate+Folic Acid 100mg Tablet used for treatment"
MED0120,Alprazolam,Ferrous Fumarate,Antipyretic,AstraZeneca,Suppository,15ml,371.93,100ml,1612,156,XW7016,2024-06-04,2026-04-10,Yes,H,Protect from moisture and light,"Ferrous Fumarate 15ml Suppository used for treatment"
MED0121,Clonazepam,Iron Sucrose,Antitubercular,Boehringer Ingelheim,Gel,150mg,777.03,60,3042,153,YG3471,2024-06-03,2027-12-13,Yes,H,Keep in a dry place away from sunlight,"Iron Sucrose 150mg Gel used for treatment"
MED0122,Diazepam,Folic Acid,Antipyretic,Alkem Labs,Inhaler,2%,859.54,200ml,3924,122,RO3620,2024-09-21,2026-03-08,Yes,H1,Protect from moisture and light,"Folic Acid 2% Inhaler used for treatment"
MED0123,Lorazepam,Cyanocobalamin,Antimalarial,Lupin Ltd.,Drops,25mg,22.68,100ml,1641,149,TV5335,2024-08-01,2029-09-28,No,G,Store below 30°C away from light,"Cyanocobalamin 25mg Drops used for treatment"
MED0124,Zolpidem,Methylcobalamin,Antidepressant,Cipla Ltd.,Inhaler,2%,323.20,500ml,3568,18,GO4872,2024-10-18,2028-01-28,Yes,X,Protect from moisture and light,"Methylcobalamin 2% Inhaler used for treatment"
MED0125,Zopiclone,Thiamine+Pyridoxine+Cyanocobalamin,NSAID,Novartis India,Suspension,12.5mg,264.92,20,661,116,UG4746,2024-02-15,2029-07-21,No,G,Protect from moisture and light,"Thiamine+Pyridoxine+Cyanocobalamin 12.5mg Suspension used for treatment"
MED0126,Melatonin,Ascorbic Acid,Corticosteroid,AstraZeneca,Ointment,100mg,693.77,100,4369,131,NW4396,2024-11-02,2029-08-05,No,H,Store at room temperature (15-30°C),"Ascorbic Acid 100mg Ointment used for treatment"
MED0127,Amitriptyline,Multivitamin+Multimineral,PPI,Ipca Labs,Cream,0.5%,574.79,20,2942,45,ZK3116,2025-03-15,2028-12-03,No,G,Protect from moisture and light,"Multivitamin+Multimineral 0.5% Cream used for treatment"
MED0128,Fluoxetine,Tocopherol Acetate,Opioid Analgesic,Lupin Ltd.,Syrup,2%,160.73,200ml,3845,107,GW1910,2024-11-25,2026-10-21,No,OTC,Store below 25°C in a dry place,"Tocopherol Acetate 2% Syrup used for treatment"
MED0129,Sertraline,Ketoconazole,Antitubercular,Torrent Pharma,Suppository,800mg,944.97,500ml,2409,155,LT3912,2025-11-15,2029-11-24,Yes,H,Keep in a dry place away from sunlight,"Ketoconazole 800mg Suppository used for treatment"
MED0130,Escitalopram,Terbinafine HCl,Antihypertensive,Intas Pharma,Suspension,2%,977.81,60,1992,170,KK8296,2024-10-24,2026-03-01,No,G,Store in cool and dry place,"Terbinafine HCl 2% Suspension used for treatment"
MED0131,Paroxetine,Miconazole Nitrate,Antibiotic,Lupin Ltd.,Inhaler,37.5mg,801.50,20,3844,75,OZ2592,2024-04-10,2029-10-19,No,X,Store below 30°C away from light,"Miconazole Nitrate 37.5mg Inhaler used for treatment"
MED0132,Duloxetine,Nystatin,Antiemetic,Bayer India,Tablet,800mg,476.98,15,2428,199,GJ8025,2024-02-03,2028-12-11,No,H,Refrigerate at 2-8°C,"Nystatin 800mg Tablet used for treatment"
MED0133,Venlafaxine,Acyclovir,Thyroid,Aurobindo Pharma,Tablet,50mg,34.00,100ml,877,131,ZO2172,2025-11-28,2028-02-02,Yes,OTC,Store below 30°C away from light,"Acyclovir 50mg Tablet used for treatment"
MED0134,Olanzapine,Valacyclovir HCl,Opioid Analgesic,FDC Ltd.,Solution,5mg,303.20,20,345,43,QC8323,2025-10-08,2029-06-26,No,H1,Store below 30°C away from light,"Valacyclovir HCl 5mg Solution used for treatment"
MED0135,Risperidone,Oseltamivir Phosphate,Antipyretic,Glenmark Pharma,Solution,150mg,711.53,15,2584,89,WL9896,2025-02-26,2026-09-03,Yes,X,Refrigerate at 2-8°C,"Oseltamivir Phosphate 150mg Solution used for treatment"
MED0136,Quetiapine,Remdesivir,Antihistamine,Biocon Ltd.,Drops,1g,938.50,60,213,45,KB2582,2025-02-11,2027-06-05,No,H,Store below 30°C away from light,"Remdesivir 1g Drops used for treatment"
MED0137,Aripiprazole,Molnupiravir,PPI,Alkem Labs,Cream,75mg,801.77,60,4182,183,VL9825,2025-04-18,2028-11-13,No,OTC,Store below 25°C in a dry place,"Molnupiravir 75mg Cream used for treatment"
MED0138,Lithium,Ivermectin,Antiviral,Lupin Ltd.,Suspension,5ml,696.31,10,4643,68,DO5915,2025-06-09,2027-06-13,No,X,Store at room temperature (15-30°C),"Ivermectin 5ml Suspension used for treatment"
MED0139,Valproate,Albendazole,Calcium Supplement,MSD Pharma,Solution,10mg,523.16,60,3390,187,RQ2489,2025-02-28,2028-07-06,Yes,H1,Protect from moisture and light,"Albendazole 10mg Solution used for treatment"
MED0140,Carbamazepine,Mebendazole,Bronchodilator,Hetero Labs,Patch,7.5mg,264.71,100ml,4944,26,JW3602,2024-02-24,2028-10-26,No,G,Keep in a dry place away from sunlight,"Mebendazole 7.5mg Patch used for treatment"
MED0141,Phenytoin,Praziquantel,Antipsychotic,Bayer India,Capsule,1%,547.35,60,809,197,KT3874,2024-02-15,2029-12-21,Yes,H,Store at room temperature (15-30°C),"Praziquantel 1% Capsule used for treatment"
MED0142,Levetiracetam,Hydroxychloroquine Sulfate,NSAID,Wockhardt Ltd.,Patch,37.5mg,179.56,60,935,82,QA1344,2025-12-04,2028-07-17,No,G,Store in cool and dry place,"Hydroxychloroquine Sulfate 37.5mg Patch used for treatment"
MED0143,Gabapentin,Chloroquine Phosphate,PPI,Aurobindo Pharma,Powder,0.5%,55.36,100,4376,133,EL5391,2025-11-19,2028-08-21,No,X,Store below 30°C away from light,"Chloroquine Phosphate 0.5% Powder used for treatment"
MED0144,Pregabalin,Artemether+Lumefantrine,PPI,Lupin Ltd.,Ointment,200mg,781.72,200ml,234,106,AP7260,2025-05-27,2029-03-12,Yes,OTC,Refrigerate at 2-8°C,"Artemether+Lumefantrine 200mg Ointment used for treatment"
MED0145,Topiramate,Rifampicin,Urology,Emcure Pharma,Powder,800mg,343.11,500ml,2978,178,PV9236,2024-07-16,2026-02-22,No,OTC,Store below 30°C away from light,"Rifampicin 800mg Powder used for treatment"
MED0146,Paracetamol-CF,Isoniazid,Statin,Zydus Cadila,Capsule,300mg,948.17,60,2299,98,MJ2479,2025-05-28,2029-11-23,Yes,OTC,Store below 25°C in a dry place,"Isoniazid 300mg Capsule used for treatment"
MED0147,Tramadol,Pyrazinamide,Opioid Analgesic,Mankind Pharma,Cream,650mg,548.73,10,2882,130,QE7163,2025-07-25,2028-07-22,No,X,Keep in a dry place away from sunlight,"Pyrazinamide 650mg Cream used for treatment"
MED0148,Tapentadol,Ethambutol HCl,Anxiolytic,AstraZeneca,Cream,500mg,839.57,60,53,83,EB3991,2024-01-26,2026-06-22,Yes,G,Store at room temperature (15-30°C),"Ethambutol HCl 500mg Cream used for treatment"
MED0149,Morphine,Sildenafil Citrate,Antibiotic,Sanofi India,Gel,10mg,410.50,10,4325,173,XB6398,2024-07-10,2026-10-24,Yes,H1,Refrigerate at 2-8°C,"Sildenafil Citrate 10mg Gel used for treatment"
MED0150,Fentanyl,Tadalafil,Antidepressant,Dr. Reddy's,Powder,37.5mg,377.26,100ml,3710,66,CE6463,2024-01-28,2026-12-12,Yes,H1,Store below 30°C away from light,"Tadalafil 37.5mg Powder used for treatment"
MED0151,Codeine,Tamsulosin HCl,Analgesic,Novartis India,Patch,200ml,581.80,100,346,156,CG8608,2024-12-23,2029-09-02,Yes,X,Keep in a dry place away from sunlight,"Tamsulosin HCl 200ml Patch used for treatment"
MED0152,Aceclofenac,Finasteride,Antitubercular,Pfizer India,Cream,100mg,386.23,10,3296,132,PI5094,2025-03-13,2027-10-16,No,H1,Store in cool and dry place,"Finasteride 100mg Cream used for treatment"
MED0153,Piroxicam,Dutasteride,NSAID,Pfizer India,Drops,25mg,835.74,200ml,2466,68,FH5777,2025-06-28,2029-08-24,No,H1,Keep in a dry place away from sunlight,"Dutasteride 25mg Drops used for treatment"
MED0154,Naproxen,Zinc Sulfate,Antihypertensive,Novartis India,Ointment,50mg,718.17,20,4630,57,AM7350,2024-03-16,2027-04-06,No,H,Store at room temperature (15-30°C),"Zinc Sulfate 50mg Ointment used for treatment"
MED0155,Etoricoxib,Paracetamol,NSAID,AstraZeneca,Solution,100ml,959.42,60,877,193,NF6189,2025-10-07,2029-12-08,No,X,Keep in a dry place away from sunlight,"Paracetamol 100ml Solution used for treatment"
MED0156,Celecoxib,Ibuprofen,Antihistamine,Natco Pharma,Powder,15ml,70.26,500ml,2548,200,WG2847,2024-10-13,2029-12-22,No,X,Store below 25°C in a dry place,"Ibuprofen 15ml Powder used for treatment"
MED0157,Calcium-D3,Diclofenac Sodium,Anxiolytic,Pfizer India,Tablet,10ml,737.32,500ml,658,49,SP7447,2024-07-08,2026-05-17,No,H,Refrigerate at 2-8°C,"Diclofenac Sodium 10ml Tablet used for treatment"
MED0158,Shelcal,Mefenamic Acid,Calcium Supplement,Wockhardt Ltd.,Patch,50mg,91.07,200ml,3833,191,QI1947,2024-02-06,2027-12-09,No,H1,Keep in a dry place away from sunlight,"Mefenamic Acid 50mg Patch used for treatment"
MED0159,Calcimax,Aceclofenac,Anxiolytic,Cipla Ltd.,Inhaler,250mg,908.14,10,2084,98,YO8130,2025-04-17,2029-10-27,Yes,H,Refrigerate at 2-8°C,"Aceclofenac 250mg Inhaler used for treatment"
MED0160,Gemcal,Aspirin,Antihypertensive,Micro Labs,Gel,25mg,123.06,15,3363,103,XZ9132,2025-10-26,2027-01-26,Yes,OTC,Store below 30°C away from light,"Aspirin 25mg Gel used for treatment"
MED0161,Cipcal,Azithromycin,Urology,GSK Pharma,Cream,800mg,741.64,100ml,3035,143,IL3635,2025-09-09,2027-03-19,No,G,Store at room temperature (15-30°C),"Azithromycin 800mg Cream used for treatment"
MED0162,OsteofosD3,Amoxicillin,Iron Supplement,FDC Ltd.,Suspension,800mg,805.74,10,851,77,PC4907,2024-02-19,2028-02-02,No,OTC,Store in cool and dry place,"Amoxicillin 800mg Suspension used for treatment"
MED0163,Zoledronic,Amoxicillin+Clavulanate,Antipsychotic,Bayer India,Injection,25mg,514.52,30,3684,185,SM4741,2025-10-16,2027-10-21,Yes,G,Protect from moisture and light,"Amoxicillin+Clavulanate 25mg Injection used for treatment"
MED0164,Alendronate,Ciprofloxacin,Antihypertensive,Emcure Pharma,Suspension,5ml,722.99,100,3916,126,LK5122,2024-08-20,2028-07-09,Yes,G,Store below 25°C in a dry place,"Ciprofloxacin 5ml Suspension used for treatment"
MED0165,Iron-Folic,Norfloxacin,Antiviral,Zydus Cadila,Injection,2%,422.06,100ml,160,101,BK1515,2024-02-25,2029-05-10,Yes,H,Store at room temperature (15-30°C),"Norfloxacin 2% Injection used for treatment"
MED0166,Livogen,Ofloxacin,Antibiotic,Cadila Healthcare,Patch,150mg,38.05,100ml,594,57,GL9310,2024-08-24,2029-01-10,No,H,Store in cool and dry place,"Ofloxacin 150mg Patch used for treatment"
MED0167,Autrin,Levofloxacin,Calcium Supplement,Hetero Labs,Suppository,7.5mg,602.93,100,856,192,HC4345,2024-07-09,2028-11-11,Yes,X,Store below 30°C away from light,"Levofloxacin 7.5mg Suppository used for treatment"
MED0168,Dexorange,Metronidazole,Antifungal,MSD Pharma,Capsule,37.5mg,285.58,20,2472,159,XY8025,2025-02-07,2028-07-16,No,G,Keep in a dry place away from sunlight,"Metronidazole 37.5mg Capsule used for treatment"
MED0169,Orofer,Tinidazole,Antiemetic,Micro Labs,Drops,5%,963.58,200ml,2240,117,IX7677,2025-03-24,2028-09-28,No,H,Store at room temperature (15-30°C),"Tinidazole 5% Drops used for treatment"
MED0170,FolicAcid,Fluconazole,PPI,Glenmark Pharma,Solution,100ml,312.84,200ml,2040,169,EU3869,2024-02-06,2027-05-13,Yes,X,Store below 25°C in a dry place,"Fluconazole 100ml Solution used for treatment"
MED0171,Vitamin-B12,Clotrimazole,Antifungal,Alkem Labs,Gel,150mg,489.19,30,2846,133,DK2928,2025-06-15,2027-06-05,Yes,OTC,Store at room temperature (15-30°C),"Clotrimazole 150mg Gel used for treatment"
MED0172,Methylcobalamin,Itraconazole,Antitubercular,MSD Pharma,Patch,200ml,569.95,15,654,80,DF1818,2024-03-01,2026-03-05,Yes,G,Store below 25°C in a dry place,"Itraconazole 200ml Patch used for treatment"
MED0173,Neurobion,Griseofulvin,Antipsychotic,Bayer India,Drops,5%,732.94,60,3494,131,UD6646,2024-02-01,2028-10-07,Yes,H,Store below 25°C in a dry place,"Griseofulvin 5% Drops used for treatment"
MED0174,BecosuleZ,Fexofenadine,NSAID,Abbott India,Capsule,10mg,41.60,15,237,91,RP5527,2025-02-21,2026-01-26,No,X,Store below 25°C in a dry place,"Fexofenadine 10mg Capsule used for treatment"
MED0175,Limcee,Cetirizine HCl,Antipyretic,AstraZeneca,Patch,50mg,945.49,500ml,2229,48,GP6372,2024-09-21,2029-05-20,Yes,OTC,Keep in a dry place away from sunlight,"Cetirizine HCl 50mg Patch used for treatment"
MED0176,Celin,Montelukast,Antipyretic,Lupin Ltd.,Powder,200ml,535.51,60,2828,60,UE1459,2024-07-04,2028-10-26,No,OTC,Keep in a dry place away from sunlight,"Montelukast 200ml Powder used for treatment"
MED0177,Revital,Levocetirizine,PPI,Biocon Ltd.,Solution,25mg,735.01,20,1389,30,HL1323,2025-10-09,2027-10-18,Yes,OTC,Refrigerate at 2-8°C,"Levocetirizine 25mg Solution used for treatment"
MED0178,Supradyn,Triprolidine+Pseudoephedrine,Antipyretic,Aurobindo Pharma,Solution,400mg,403.49,500ml,902,66,MM8622,2025-11-09,2026-05-05,No,G,Protect from moisture and light,"Triprolidine+Pseudoephedrine 400mg Solution used for treatment"
MED0179,Centrum,Diphenhydramine,PPI,Glenmark Pharma,Suppository,650mg,837.27,15,4340,62,TH2705,2024-03-15,2027-01-26,No,H1,Protect from moisture and light,"Diphenhydramine 650mg Suppository used for treatment"
MED0180,Zincovit,Salbutamol,Anticoagulant,AstraZeneca,Ointment,75mg,780.23,200ml,2149,40,KI9585,2024-07-17,2026-12-27,No,H,Refrigerate at 2-8°C,"Salbutamol 75mg Ointment used for treatment"
MED0181,AtoZ-Gold,Theophylline+Etofylline,Antihistamine,Abbott India,Capsule,12.5mg,432.87,10,2756,158,DE8062,2025-01-08,2027-11-02,Yes,H1,Store below 30°C away from light,"Theophylline+Etofylline 12.5mg Capsule used for treatment"
MED0182,Maxirich,Formoterol+Budesonide,Analgesic,GSK Pharma,Solution,800mg,570.28,20,4634,64,HY5302,2025-09-13,2027-01-22,No,X,Store at room temperature (15-30°C),"Formoterol+Budesonide 800mg Solution used for treatment"
MED0183,Becadexamin,Salmeterol+Fluticasone,Antihistamine,Ajanta Pharma,Cream,500mg,649.84,60,4395,36,DX7924,2024-10-26,2029-04-23,No,G,Store below 30°C away from light,"Salmeterol+Fluticasone 500mg Cream used for treatment"
MED0184,Evion,Budesonide,Iron Supplement,Ajanta Pharma,Gel,100mg,755.87,15,3717,32,UM5822,2025-05-01,2029-01-28,Yes,H,Store below 25°C in a dry place,"Budesonide 100mg Gel used for treatment"
MED0185,Tocotrienol,Ipratropium+Levosalbutamol,Antidepressant,Sun Pharma,Syrup,200mg,176.88,30,4004,110,DD8904,2024-04-25,2027-03-07,Yes,OTC,Keep in a dry place away from sunlight,"Ipratropium+Levosalbutamol 200mg Syrup used for treatment"
MED0186,Ketoconazole,Pantoprazole,Antimalarial,Pfizer India,Cream,2%,880.90,60,2624,24,DM2649,2025-05-25,2029-08-02,No,H1,Refrigerate at 2-8°C,"Pantoprazole 2% Cream used for treatment"
MED0187,Terbinafine,Pantoprazole+Domperidone,Calcium Supplement,MSD Pharma,Powder,100mg,414.96,100ml,3459,74,HH1536,2024-06-04,2027-06-04,Yes,H,Refrigerate at 2-8°C,"Pantoprazole+Domperidone 100mg Powder used for treatment"
MED0188,Clotrimazole,Omeprazole,NSAID,Ajanta Pharma,Drops,15ml,106.86,500ml,2290,66,GF7386,2025-06-24,2027-10-13,Yes,H,Protect from moisture and light,"Omeprazole 15ml Drops used for treatment"
MED0189,Miconazole,Ranitidine HCl,Antipsychotic,AstraZeneca,Solution,650mg,252.73,100,4630,50,HX5274,2025-11-09,2027-01-10,No,H1,Store below 30°C away from light,"Ranitidine HCl 650mg Solution used for treatment"
MED0190,Nystatin,Famotidine,Antitubercular,Glenmark Pharma,Tablet,25mg,206.72,200ml,1454,196,LL1056,2025-10-17,2027-05-20,No,H,Store below 30°C away from light,"Famotidine 25mg Tablet used for treatment"
MED0191,Acyclovir,Sucralfate,Bronchodilator,Pfizer India,Suppository,5mg,234.61,15,1659,146,FV8217,2024-12-18,2028-06-07,No,G,Refrigerate at 2-8°C,"Sucralfate 5mg Suppository used for treatment"
MED0192,Valacyclovir,Aluminium+Magnesium Hydroxide,Iron Supplement,Sanofi India,Powder,300mg,638.20,20,1946,69,JC9818,2024-08-20,2027-11-27,No,H,Store at room temperature (15-30°C),"Aluminium+Magnesium Hydroxide 300mg Powder used for treatment"
MED0193,Oseltamivir,Sodium Alginate,Antihistamine,Sanofi India,Powder,800mg,287.68,100ml,1441,31,JA5700,2025-05-17,2029-01-11,Yes,G,Store in cool and dry place,"Sodium Alginate 800mg Powder used for treatment"
MED0194,Remdesivir,Metformin HCl,Anticoagulant,FDC Ltd.,Suspension,25mg,229.00,100ml,1812,47,TT1422,2025-06-19,2026-01-16,Yes,X,Protect from moisture and light,"Metformin HCl 25mg Suspension used for treatment"
MED0195,Molnupiravir,Glimepiride,Anxiolytic,Glenmark Pharma,Ointment,10ml,850.57,60,3509,29,UG7092,2024-06-21,2029-09-20,Yes,G,Keep in a dry place away from sunlight,"Glimepiride 10ml Ointment used for treatment"
MED0196,Ivermectin,Sitagliptin,Antifungal,MSD Pharma,Drops,150mg,719.42,20,4297,173,RL4473,2024-06-24,2028-09-10,Yes,X,Keep in a dry place away from sunlight,"Sitagliptin 150mg Drops used for treatment"
MED0197,Albendazole,Vildagliptin,PPI,Ajanta Pharma,Cream,2%,966.10,100ml,868,161,YH3707,2024-03-04,2026-01-16,No,H1,Store in cool and dry place,"Vildagliptin 2% Cream used for treatment"
MED0198,Mebendazole,Linagliptin,Antibiotic,Novartis India,Inhaler,400mg,470.19,100ml,2367,72,GT3970,2025-02-19,2027-12-01,No,OTC,Protect from moisture and light,"Linagliptin 400mg Inhaler used for treatment"
MED0199,Praziquantel,Empagliflozin,Antacid,Sun Pharma,Syrup,800mg,833.18,200ml,174,45,XL7017,2024-10-04,2029-02-27,Yes,H,Store at room temperature (15-30°C),"Empagliflozin 800mg Syrup used for treatment"
MED0200,Hydroxychloroquine,Canagliflozin,Antimalarial,Abbott India,Solution,200mg,185.75,10,1489,187,LH1036,2025-10-25,2029-01-26,Yes,X,Protect from moisture and light,"Canagliflozin 200mg Solution used for treatment"
MED0201,Chloroquine,Insulin Human,Antipyretic,Zydus Cadila,Suppository,2%,202.08,30,800,121,WE6360,2024-12-18,2026-06-16,No,OTC,Protect from moisture and light,"Insulin Human 2% Suppository used for treatment"
MED0202,Artemether,Insulin Glargine,Antifungal,Aurobindo Pharma,Gel,800mg,900.47,20,759,188,SW5154,2024-04-03,2026-10-10,No,H1,Store below 25°C in a dry place,"Insulin Glargine 800mg Gel used for treatment"
MED0203,Rifampicin,Amlodipine Besylate,Antacid,Wockhardt Ltd.,Patch,400mg,937.87,200ml,2500,86,BS2130,2025-03-20,2028-05-16,Yes,OTC,Store at room temperature (15-30°C),"Amlodipine Besylate 400mg Patch used for treatment"
MED0204,Isoniazid,Telmisartan,Anticoagulant,Torrent Pharma,Patch,7.5mg,596.12,500ml,369,55,HT9087,2024-06-10,2028-10-03,No,OTC,Store in cool and dry place,"Telmisartan 7.5mg Patch used for treatment"
MED0205,Pyrazinamide,Losartan Potassium,Anxiolytic,Lupin Ltd.,Inhaler,7.5mg,399.14,100ml,3845,47,BT9325,2024-09-20,2028-07-26,Yes,X,Store below 30°C away from light,"Losartan Potassium 7.5mg Inhaler used for treatment"
MED0206,Ethambutol,Enalapril Maleate,Antimalarial,Boehringer Ingelheim,Solution,75mg,866.25,200ml,1611,105,YI8033,2025-01-23,2026-05-06,Yes,OTC,Refrigerate at 2-8°C,"Enalapril Maleate 75mg Solution used for treatment"
MED0207,Sildenafil,Ramipril,NSAID,Intas Pharma,Injection,100ml,281.08,100,343,175,TB2496,2024-07-03,2029-05-07,No,OTC,Store below 25°C in a dry place,"Ramipril 100ml Injection used for treatment"
MED0208,Tadalafil,Atenolol,Opioid Analgesic,Biocon Ltd.,Powder,2.5mg,643.45,30,137,79,IF5241,2025-06-20,2029-07-19,Yes,H1,Refrigerate at 2-8°C,"Atenolol 2.5mg Powder used for treatment"
MED0209,Tamsulosin,Metoprolol Succinate,Antidepressant,Pfizer India,Gel,5mg,707.16,60,1163,164,ST4932,2025-04-06,2029-03-27,Yes,H,Store in cool and dry place,"Metoprolol Succinate 5mg Gel used for treatment"
MED0210,Finasteride,Bisoprolol,Anxiolytic,Emcure Pharma,Syrup,75mg,942.52,30,1333,38,CX4417,2025-03-04,2026-08-03,No,H,Store below 25°C in a dry place,"Bisoprolol 75mg Syrup used for treatment"
